label,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,veil-type
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","v","p","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","x","f","w","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","n","v","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","y","p","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","x","y","n","f","y","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","d","p"
"p","f","y","b","t","n","f","c","b","w","e","?","s","s","w","w","w","t","e","w","c","w","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","p","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","p","p"
"c","x","f","g","f","c","f","c","n","u","e","b","s","s","w","w","w","o","p","k","s","d","p"
"c","f","s","b","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","v","g","p"
"p","f","f","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","k","v","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","p","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","g","p"
"p","f","f","g","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","k","v","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","p","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","p","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","g","p"
"c","f","s","w","t","f","f","c","b","w","t","b","s","f","w","w","w","o","p","h","s","u","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","p","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","d","p"
"p","f","y","u","f","n","f","c","n","h","e","?","s","f","w","w","w","o","f","h","v","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","g","p"
"p","f","y","n","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","n","y","d","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","p","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","y","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","g","p"
"c","x","s","w","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","s","u","p"
"p","f","y","e","t","n","f","c","b","w","e","?","s","s","w","w","w","t","e","w","c","w","p"
"p","x","y","u","f","n","f","c","n","w","e","?","s","f","w","w","w","o","f","h","y","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","d","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","p","p"
"p","f","s","p","t","n","f","c","b","w","e","?","s","s","w","e","w","t","e","w","c","w","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","p","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","p","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","d","p"
"c","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","y","p","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","y","p","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","p","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","p","p"
"p","f","y","n","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","n","y","d","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","p","p"
"c","x","s","g","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","s","g","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","v","p","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","v","p","p"
"c","x","f","w","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","k","s","d","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","y","d","p"
"c","f","s","b","t","f","f","c","b","h","t","b","f","s","w","w","w","o","p","h","s","u","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","f","s","p","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","g","p"
"c","f","s","b","t","f","f","c","b","p","t","b","f","f","w","w","w","o","p","h","v","u","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","p","p"
"p","f","y","u","f","n","f","c","n","u","e","?","s","f","w","w","w","o","f","h","v","d","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","y","g","p"
"p","f","f","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","n","v","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","v","g","p"
"c","x","y","n","f","f","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","l","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","v","p","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","g","p"
"p","f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","w","o","p","n","y","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","g","p"
"p","f","f","e","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","k","y","d","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","p","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","d","p"
"c","x","f","p","f","c","f","w","n","p","e","b","s","s","w","w","w","o","p","k","s","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","d","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","v","p","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","p","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","p","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","p","p"
"p","x","s","p","t","n","f","c","b","e","e","?","s","s","w","w","w","t","e","w","c","w","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","x","s","p","f","c","f","w","n","g","e","b","s","s","w","w","w","o","p","k","v","d","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","p","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","g","p"
